Name,Province,Climate ID,Station ID,WMO ID,TC ID,Latitude (Decimal Degrees),Longitude (Decimal Degrees),Latitude,Longitude,Elevation (m),First Year,Last Year,HLY First Year,HLY Last Year,DLY First Year,DLY Last Year,MLY First Year,MLY Last Year
RANKIN INLET A,NUNAVUT,2303405,51277,71083.0,YRT,62.81,-92.11,624838000,-920653000,32.3,2013,2024,2013.0,2024.0,2013.0,2024.0,,
ROBERTSON LAKE (AUT),NUNAVUT,2303610,7337,71490.0,WTD,65.1,-102.43,650559000,-1022546000,243.7,1992,2024,1992.0,2024.0,1994.0,2024.0,1998.0,2007.0
SANIKILUAQ A,NUNAVUT,2303660,53336,,YSK,56.54,-79.25,563213000,-791500000,33.5,2014,2024,2014.0,2024.0,2018.0,2024.0,,
SANIKILUAQ A,NUNAVUT,2303666,53337,,YSK,56.54,-79.25,563213000,-791500000,33.5,2014,2024,2014.0,2024.0,,,,
SANIKILUAQ A,NUNAVUT,2303667,8274,,YSK,56.54,-79.25,563209000,-791449000,33.53,1988,2014,1988.0,2014.0,,,,
SANIKILUAQ,NUNAVUT,2303668,52658,71643.0,NSQ,56.54,-79.26,563214460,-791537074,34.0,2014,2024,2014.0,2024.0,2014.0,2024.0,,
SHEPHERD BAY A,NUNAVUT,2303685,1723,71911.0,YUS,68.82,-93.43,684900000,-932600000,42.7,1957,2023,1973.0,2023.0,1957.0,2023.0,1957.0,2006.0
WHALE COVE A,NUNAVUT,2303986,1727,,YXN,62.24,-92.6,621424000,-923553000,12.19,1984,2014,1984.0,2013.0,1985.0,2014.0,1985.0,2007.0
WHALE COVE A,NUNAVUT,2303987,51443,,YXN,62.24,-92.6,621424000,-923553000,12.2,2013,2024,2013.0,2024.0,,,,
WHALE COVE A,NUNAVUT,2303990,52984,,YXN,62.24,-92.6,621424000,-923553000,12.2,2014,2024,2014.0,2024.0,2018.0,2024.0,,
YATHKYED LAKE (AUT),NUNAVUT,2304058,10803,,WJY,62.71,-98.29,624222000,-981718000,148.2,1993,2004,1993.0,2004.0,1993.0,2004.0,1998.0,2004.0
MALLOCH DOME (AUT),NUNAVUT,230BF86,7338,,WCN,78.22,-101.05,781300000,-1010300000,12.0,1981,1983,1981.0,1983.0,,,,
CROKER RIVER,NUNAVUT,230J01Q,10826,71059.0,WXR,69.28,-119.22,691632000,-1191308000,69.4,1993,2022,1994.0,2022.0,1993.0,2022.0,2005.0,2007.0
DUBAWNT LAKE (AUT),NUNAVUT,230J048,10802,,WJZ,63.23,-101.76,631336000,-1014544000,237.4,1993,2005,1994.0,2005.0,1993.0,2005.0,1998.0,2005.0
LUPIN CS,NUNAVUT,230N002,27376,71470.0,WIJ,65.76,-111.25,654519050,-1111445030,488.0,1997,2024,1997.0,2024.0,1997.0,2024.0,2004.0,2007.0
ALERT,NUNAVUT,2400300,1731,,WLT,82.52,-62.28,823104000,-621650000,30.48,1950,2006,1953.0,2006.0,1950.0,2006.0,1950.0,2006.0
ALERT A,NUNAVUT,2400302,7559,,YLT,82.52,-62.28,823100000,-621700000,30.5,1988,2024,1988.0,2024.0,,,,
ALERT BASE (AUT),NUNAVUT,2400304,7350,,WML,82.5,-62.37,823000000,-622200000,92.0,1983,1986,1983.0,1986.0,,,,
ALERT CLIMATE,NUNAVUT,2400305,42463,71355.0,ZLT,82.5,-62.33,823000000,-622000000,65.4,2004,2024,2004.0,2024.0,2004.0,2024.0,2005.0,2007.0
ARCTIC BAY,NUNAVUT,2400399,48973,,YAB,73.01,-85.05,730023000,-850250000,21.95,2011,2024,2011.0,2024.0,2018.0,2024.0,,
ARCTIC BAY A,NUNAVUT,2400401,50497,,YAB,73.01,-85.05,730023000,-850250000,21.9,2012,2024,2012.0,2024.0,,,,
ARCTIC BAY A,NUNAVUT,2400402,49328,,YAB,73.01,-85.05,730023000,-850250000,21.95,2011,2012,2011.0,2012.0,,,,
ARCTIC BAY CS,NUNAVUT,2400404,29517,71592.0,XAT,72.99,-85.01,725934000,-850044000,10.0,1999,2024,2000.0,2024.0,1999.0,2024.0,1999.0,2007.0
BLACK TOP RIDGE (AUT),NUNAVUT,2400559,7351,,WQN,80.0,-85.42,800000000,-852500000,619.0,1983,1986,1983.0,1986.0,,,,
BRAY ISLAND,NUNAVUT,2400561,54779,73232.0,FOX,69.22,-77.23,691326000,-771349000,15.2,2021,2023,2021.0,2023.0,2021.0,2023.0,,
BREVOORT ISLAND,NUNAVUT,2400565,1735,71097.0,WOB,63.34,-64.15,632023000,-640845000,376.0,1959,2023,1960.0,2023.0,1959.0,2023.0,1959.0,2007.0
BROUGHTON ISLAND,NUNAVUT,2400570,1736,71096.0,WVD,67.54,-63.79,673208000,-634720000,584.4,1956,2023,1956.0,2023.0,1957.0,2023.0,1957.0,2007.0
QIKIQTARJUAQ AWOS,NUNAVUT,2400571,47428,71338.0,YVM,67.55,-64.03,673245000,-640153000,5.5,2008,2013,2008.0,2013.0,2008.0,2013.0,,
QIKIQTARJUAQ A,NUNAVUT,2400572,8271,71338.0,YVM,67.55,-64.03,673245000,-640153000,5.5,1988,2016,1988.0,2013.0,1994.0,2016.0,1994.0,2007.0
QIKIQTARJUAQ CLIMATE,NUNAVUT,2400573,42803,71357.0,ZVM,67.55,-64.03,673250700,-640200400,6.4,2005,2024,2005.0,2024.0,2005.0,2024.0,2005.0,2007.0
QIKIQTARJUAQ A,NUNAVUT,2400576,51177,,YVM,67.55,-64.03,673248000,-640154000,4.9,2013,2024,2013.0,2024.0,,,,
QIKIQTARJUAQ A,NUNAVUT,2400577,51218,,YVM,67.55,-64.03,673248000,-640154000,5.5,2013,2024,2013.0,2024.0,2013.0,2024.0,,
BYRON BAY A,NUNAVUT,2400595,1785,71929.0,YUK,68.75,-109.07,684500000,-1090400000,92.1,1955,1994,1955.0,1994.0,1957.0,1993.0,1957.0,1993.0
CAMBRIDGE BAY A,NUNAVUT,2400600,1786,71925.0,YCB,69.11,-105.14,690629000,-1050818000,31.09,1929,2015,1953.0,2015.0,1929.0,2015.0,1929.0,2015.0
CAMBRIDGE BAY A,NUNAVUT,2400601,53512,71925.0,YCB,69.11,-105.14,690629000,-1050814000,31.1,2015,2024,2015.0,2024.0,2015.0,2024.0,,
CAMBRIDGE BAY GSN,NUNAVUT,2400602,32233,71288.0,XCM,69.11,-105.14,690629000,-1050818000,18.69,2002,2024,2002.0,2024.0,2002.0,2024.0,2002.0,2007.0
CAMBRIDGE BAY A,NUNAVUT,2400603,54139,,YCB,69.11,-105.14,690629000,-1050814000,31.1,2016,2024,2016.0,2024.0,2018.0,2024.0,,
KINNGAIT AIRPORT,NUNAVUT,2400633,50288,,YTE,64.23,-79.53,641349000,-793130000,48.2,2012,2024,2012.0,2024.0,,,,
CAPE DORSET AWOS,NUNAVUT,2400634,47447,71910.0,YTE,64.23,-76.53,641348000,-763136000,48.2,2008,2012,2008.0,2012.0,2008.0,2012.0,,
CAPE DORSET A,NUNAVUT,2400635,1738,71910.0,YTE,64.23,-76.53,641349000,-763130000,48.2,1963,2014,1970.0,2012.0,1963.0,2014.0,1963.0,2007.0
KINNGAIT,NUNAVUT,2400636,43163,71575.0,NCD,64.23,-76.53,641350700,-763149600,50.0,2005,2024,2005.0,2024.0,2005.0,2024.0,2005.0,2007.0
KINNGAIT AIRPORT,NUNAVUT,2400637,50328,71366.0,YTE,64.23,-76.53,641349000,-763130000,48.2,2012,2024,2012.0,2024.0,2012.0,2024.0,,
CAPE DYER,NUNAVUT,2400650,1739,71094.0,WFD,66.65,-61.38,663900000,-612300000,725.1,1955,2023,1955.0,2023.0,1958.0,2023.0,1958.0,1959.0
CAPE DYER A,NUNAVUT,2400654,1740,,,66.58,-61.62,663500000,-613700000,392.6,1959,1994,1959.0,1994.0,1959.0,1993.0,1959.0,1993.0
CAPE HOOPER,NUNAVUT,2400660,1742,71093.0,WUP,68.47,-66.8,682821000,-664755000,390.1,1956,2022,1956.0,2022.0,1957.0,2022.0,1957.0,2007.0
CAPE LIVERPOOL,NUNAVUT,2400675,51618,,NPL,73.67,-78.29,734005030,-781736070,2.0,2013,2024,2013.0,2024.0,2017.0,2024.0,,
CAPE PEEL WEST,NUNAVUT,2400697,10828,71064.0,WPX,69.04,-107.82,690209000,-1074923000,165.3,1993,2023,1994.0,2023.0,1993.0,2023.0,,
CLYDE A,NUNAVUT,2400800,1743,71090.0,YCY,70.49,-68.52,702910000,-683100000,26.5,1933,2013,1953.0,2013.0,1933.0,2008.0,1933.0,2007.0
CLYDE AWOS,NUNAVUT,2400801,47387,71090.0,YCY,70.49,-68.52,702910000,-683100000,26.5,2008,2013,2008.0,2013.0,2008.0,2013.0,,
CLYDE RIVER CLIMATE,NUNAVUT,2400802,42244,71358.0,ZCY,70.48,-68.52,702900000,-683100000,26.5,2004,2024,2004.0,2024.0,2004.0,2024.0,2005.0,2007.0
CLYDE RIVER A,NUNAVUT,2400803,51078,,YCY,70.49,-68.52,702909000,-683101000,26.5,2013,2024,2013.0,2024.0,,,,
CLYDE RIVER A,NUNAVUT,2400804,51077,71090.0,YCY,70.49,-68.52,702909000,-683101000,26.5,2013,2024,2013.0,2024.0,2013.0,2024.0,,
CAPE MERCY,NUNAVUT,2400F63,10839,71975.0,WYM,64.96,-63.58,645728000,-633440000,582.6,1994,2018,1994.0,2018.0,1994.0,2018.0,2005.0,2007.0
DEWAR LAKES,NUNAVUT,2401030,1746,71092.0,WUW,68.65,-71.17,683900000,-711000000,526.7,1956,2023,1956.0,2023.0,1958.0,2023.0,1958.0,2007.0
EUREKA CLIMATE,NUNAVUT,2401199,50737,71613.0,NEK,79.99,-85.93,795921000,-855602000,10.0,2013,2024,2013.0,2024.0,2015.0,2024.0,,
EUREKA A,NUNAVUT,2401200,1750,71917.0,WEU,79.98,-85.93,795900000,-855600000,10.4,1947,2016,1953.0,2016.0,1947.0,2016.0,1947.0,2016.0
EUREKA A,NUNAVUT,2401203,53598,71917.0,WEU,79.99,-85.81,795940000,-854843000,82.9,2016,2024,2016.0,2024.0,2016.0,2018.0,,
EUREKA A,NUNAVUT,2401208,53599,,WEU,79.99,-85.81,795940000,-854843000,82.9,2016,2024,2016.0,2024.0,2018.0,2024.0,,
FORT ROSS,NUNAVUT,2402051,50658,71629.0,NFR,72.02,-94.2,720104060,-941152020,10.0,2012,2024,2012.0,2024.0,2012.0,2024.0,,
GATESHEAD ISLAND,NUNAVUT,2402332,49828,71141.0,NGH,70.63,-100.27,703758000,-1001602000,20.0,2011,2024,2011.0,2024.0,2011.0,2024.0,,
GRISE FIORD A,NUNAVUT,2402338,53513,,WGZ,76.43,-82.91,762533000,-825429000,41.1,2015,2024,2015.0,2024.0,,,,
GLADMAN POINT A,NUNAVUT,2402340,1752,,,68.67,-97.8,684000000,-974800000,14.0,1955,1992,1955.0,1992.0,1957.0,1992.0,1957.0,1992.0
GRANT (AUT),NUNAVUT,2402343,7352,,WWM,82.5,-65.08,823000000,-650500000,1242.1,1983,1984,1983.0,1984.0,,,,
GRISE FIORD,NUNAVUT,2402346,1754,,WGZ,76.42,-82.9,762500000,-825400000,42.67,1984,2015,1984.0,2015.0,1984.0,2015.0,1984.0,2007.0
HALL BEACH A,NUNAVUT,2402350,1755,71081.0,YUX,68.78,-81.24,684633000,-811433000,9.1,1956,2014,1956.0,2012.0,1957.0,2014.0,1957.0,2007.0
GRISE FIORD CLIMATE,NUNAVUT,2402351,46568,71971.0,NGC,76.42,-82.9,762522040,-825408020,44.5,2007,2024,2007.0,2024.0,2007.0,2024.0,,
HALL BEACH AWOS,NUNAVUT,2402352,47467,71081.0,YUX,68.78,-81.24,684634000,-811437000,9.1,2008,2012,2008.0,2012.0,2008.0,2012.0,,
SANIRAJAK,NUNAVUT,2402353,42483,71320.0,XUX,68.78,-81.24,684634000,-811437000,8.2,2004,2024,2004.0,2024.0,2004.0,2024.0,2005.0,2007.0
SANIRAJAK AIRPORT,NUNAVUT,2402354,50498,71293.0,YUX,68.78,-81.24,684633000,-811433000,9.1,2012,2024,2012.0,2024.0,2012.0,2024.0,,
SANIRAJAK AIRPORT,NUNAVUT,2402356,50499,,YUX,68.78,-81.24,684633000,-811433000,9.1,2012,2024,2012.0,2024.0,,,,
GRISE FIORD A,NUNAVUT,2402360,53514,,WGZ,76.43,-82.91,762533000,-825429000,41.1,2015,2024,2015.0,2024.0,2018.0,2024.0,,
IDA (AUT),NUNAVUT,2402536,7353,,WGS,81.58,-69.38,813500000,-692300000,839.1,1983,1986,1983.0,1986.0,,,,
IGLOOLIK A,NUNAVUT,2402541,53334,,YGT,69.36,-81.82,692153000,-814859000,52.7,2015,2024,2015.0,2024.0,,,,
IGLOOLIK A,NUNAVUT,2402543,1757,,YGT,69.37,-81.82,692200000,-814900000,52.74,1984,2015,1984.0,2015.0,1984.0,2015.0,1984.0,2007.0
IGLOOLIK A,NUNAVUT,2402546,53333,,YGT,69.36,-81.82,692153000,-814859000,52.7,2015,2024,2015.0,2024.0,2018.0,2024.0,,
IQALUIT A,NUNAVUT,2402590,1758,71909.0,YFB,63.75,-68.55,634500000,-683300000,33.5,1946,2014,1953.0,2014.0,1946.0,2008.0,1946.0,2007.0
IQALUIT AWOS,NUNAVUT,2402591,47388,71909.0,YFB,63.75,-68.55,634500000,-683300000,33.5,2008,2015,2008.0,2015.0,2008.0,2015.0,,
IQALUIT CLIMATE,NUNAVUT,2402592,42503,71321.0,XFB,63.75,-68.54,634450000,-683240000,33.5,2004,2024,2004.0,2024.0,2004.0,2024.0,2005.0,2007.0
IQALUIT A,NUNAVUT,2402596,52079,,YFB,63.76,-68.56,634524000,-683322000,33.5,2014,2024,2014.0,2024.0,2018.0,2024.0,,
ISACHSEN (AUT),NUNAVUT,2402604,10253,71074.0,WIC,78.79,-103.55,784732004,-1033316008,58.0,1994,2024,1994.0,2024.0,1995.0,2024.0,2003.0,2007.0
KIMMIRUT A,NUNAVUT,2402671,51424,,YLC,62.85,-69.88,625053000,-695238000,51.5,2015,2024,2015.0,2024.0,,,,
KIMMIRUT A,NUNAVUT,2402673,53517,,YLC,62.85,-69.88,625053000,-695238000,51.5,2015,2024,2015.0,2024.0,2018.0,2024.0,,
LONGSTAFF BLUFF,NUNAVUT,2402684,1764,71091.0,WLX,68.9,-75.14,685355000,-750827000,160.8,1955,2023,1955.0,2023.0,1957.0,2023.0,1958.0,2007.0
MACKAR INLET,NUNAVUT,2402686,1765,71080.0,WUU,68.3,-85.67,681800000,-854000000,394.7,1956,1992,1956.0,1992.0,1957.0,1992.0,1957.0,1992.0
MT ARTHUR (AUT),NUNAVUT,2402710,7354,,WNG,81.33,-74.77,812000000,-744600000,1335.9,1983,1986,1983.0,1986.0,,,,
NANISIVIK A,NUNAVUT,2402730,1769,,YSR,72.98,-84.62,725900000,-843700000,641.9,1976,2011,1977.0,2011.0,1976.0,2010.0,1976.0,2007.0
NANISIVIK AWOS,NUNAVUT,2402731,47468,,YSR,72.98,-84.62,725900000,-843700000,641.9,2008,2011,2008.0,2011.0,,,,
LONGSTAFF BLUFF A,NUNAVUT,2402F84,8950,,,68.93,-75.28,685600000,-751700000,14.3,1983,1991,1983.0,1991.0,,,,
PANGNIRTUNG,NUNAVUT,2403049,10721,71826.0,WXP,66.14,-65.71,660836300,-654240500,22.6,1994,2024,1994.0,2024.0,1995.0,2024.0,1996.0,2007.0
PANGNIRTUNG A,NUNAVUT,2403051,51158,,YXP,66.15,-65.71,660842000,-654249000,24.1,2013,2024,2013.0,2024.0,,,,
PANGNIRTUNG AWOS,NUNAVUT,2403052,47487,,YXP,66.13,-65.7,660800000,-654200000,24.1,2008,2013,2008.0,2013.0,,,,
PANGNIRTUNG A,NUNAVUT,2403053,8273,,YXP,66.15,-65.71,660842000,-654249000,24.1,1987,2014,1987.0,2013.0,1995.0,2014.0,1995.0,2007.0
PANGNIRTUNG A,NUNAVUT,2403054,51217,,YXP,66.15,-65.71,660842000,-654249000,24.0,2013,2024,2013.0,2024.0,2018.0,2024.0,,
POND INLET A,NUNAVUT,2403201,1774,71095.0,YIO,72.69,-77.97,724122000,-775808000,61.6,1975,2014,1975.0,2013.0,1975.0,2014.0,1975.0,2007.0
POND INLET AWOS,NUNAVUT,2403202,47488,71095.0,YIO,72.69,-77.97,724122000,-775808000,61.6,2008,2013,2008.0,2013.0,2008.0,2013.0,,
POND INLET CLIMATE,NUNAVUT,2403204,43223,71576.0,NDT,72.69,-77.96,724136000,-775727000,64.66,2004,2024,2004.0,2024.0,2005.0,2024.0,2005.0,2007.0
POND INLET A,NUNAVUT,2403205,51081,,YIO,72.69,-77.97,724122000,-775808000,61.6,2013,2024,2013.0,2024.0,,,,
POND INLET A,NUNAVUT,2403206,51080,71095.0,YIO,72.69,-77.97,724122000,-775808000,61.6,2013,2024,2013.0,2024.0,2013.0,2024.0,,
REA POINT,NUNAVUT,2403450,1793,71983.0,ZRP,75.38,-105.72,752236009,-1054254002,15.0,1969,2024,1969.0,2024.0,1969.0,2024.0,1969.0,2007.0
REPULSE BAY A,NUNAVUT,2403490,1775,,YUT,66.52,-86.22,663117000,-861329000,22.9,1973,2014,1984.0,2013.0,1973.0,2014.0,1973.0,2007.0
NAUJAAT A,NUNAVUT,2403491,52001,,YUT,66.52,-86.22,663114000,-861329000,22.9,2013,2024,2013.0,2024.0,,,,
NAUJAAT A,NUNAVUT,2403495,52983,,YUT,66.52,-86.22,663114000,-861329000,22.9,2014,2024,2014.0,2024.0,2018.0,2024.0,,
RESOLUTE BAY A,NUNAVUT,2403497,54199,,YRB,74.72,-94.97,744301000,-945810000,67.7,2016,2024,2016.0,2024.0,2018.0,2024.0,,
RESOLUTE BAY A,NUNAVUT,2403498,53060,71924.0,YRB,74.72,-94.97,744301000,-945810000,67.7,2014,2024,2014.0,2024.0,2014.0,2024.0,,
RESOLUTE CARS,NUNAVUT,2403500,1776,71924.0,YRB,74.72,-94.97,744301000,-945810000,67.68,1947,2014,1953.0,2014.0,1947.0,2014.0,1947.0,2014.0
RESOLUTE CS,NUNAVUT,2403505,32150,71018.0,XRB,74.72,-94.98,744257005,-945859007,30.0,2002,2024,2002.0,2024.0,2002.0,2024.0,2002.0,2007.0
RESOLUTION ISLAND,NUNAVUT,2403602,1778,71972.0,WRH,61.58,-64.65,613500000,-643900000,368.5,1962,2022,1962.0,2022.0,1962.0,2022.0,1962.0,1975.0
ROWLEY ISLAND,NUNAVUT,2403625,1779,71088.0,WRX,69.08,-79.03,690500000,-790200000,41.0,1957,2023,1994.0,2023.0,1957.0,2023.0,1958.0,2007.0
SKULL POINT (AUT),NUNAVUT,2403697,7357,,WJE,80.0,-86.43,800000000,-862600000,36.9,1983,1986,1983.0,1986.0,,,,
STEFANSSON ISLAND,NUNAVUT,2403756,32148,71017.0,XSE,73.77,-105.3,734556500,-1051744000,11.0,2002,2024,2002.0,2024.0,2002.0,2024.0,2002.0,2007.0
SVARTEVAEG,NUNAVUT,2403833,50659,71872.0,NSG,81.16,-91.82,810939000,-914859060,72.0,2012,2024,2012.0,2024.0,2012.0,2024.0,,
TALOYOAK A,NUNAVUT,2403854,1783,71580.0,YYH,69.55,-93.58,693300000,-933500000,27.4,1984,2015,1984.0,2015.0,1984.0,2015.0,1984.0,2015.0
TALOYOAK A,NUNAVUT,2403855,53340,71580.0,YYH,69.55,-93.58,693248000,-933437000,27.4,2015,2024,2015.0,2024.0,2015.0,2024.0,2015.0,2015.0
TALOYOAK A,NUNAVUT,2403856,54219,,YYH,69.55,-93.58,693248000,-933437000,27.4,2016,2024,2016.0,2024.0,2018.0,2024.0,,
WAGER BAY (AUT),NUNAVUT,2403945,31167,71049.0,XWB,65.88,-89.45,655245000,-892645000,18.0,2001,2024,2001.0,2024.0,2001.0,2024.0,2001.0,2006.0
YANKEE (AUT),NUNAVUT,2404030,7359,,WPT,80.7,-81.0,804200000,-810000000,1052.8,1983,1986,1983.0,1986.0,,,,
KIMMIRUT A,NUNAVUT,240KFQJ,8272,,YLC,62.85,-69.88,625100000,-695300000,51.5,1987,2015,1987.0,2015.0,1994.0,2004.0,1994.0,2004.0
NANGMAGVIK LAKE,NORTHWEST TERRITORIES,2500440,27118,71974.0,WSQ,74.14,-119.99,740820000,-1195920000,32.0,1996,2024,1996.0,2024.0,1996.0,2024.0,1998.0,2007.0
CAPE PROVIDENCE,NORTHWEST TERRITORIES,2501419,53298,,NPV,74.46,-112.16,742723800,-1120938000,12.0,2014,2024,2014.0,2024.0,2017.0,2024.0,,
ULUKHAKTOK A,NORTHWEST TERRITORIES,2502501,1789,,YHI,70.76,-117.81,704546000,-1174822000,35.97,1979,2014,1987.0,2014.0,1979.0,2010.0,1979.0,2007.0
ULUKHAKTOK A,NORTHWEST TERRITORIES,2502502,53332,,YHI,70.76,-117.81,704546000,-1174822000,36.0,2014,2024,2014.0,2024.0,,,,
ULUKHAKTOK A,NORTHWEST TERRITORIES,2502503,53329,,YHI,70.76,-117.81,704546000,-1174822000,36.0,2014,2024,2014.0,2024.0,2018.0,2024.0,,
HOLMAN CS,NORTHWEST TERRITORIES,2502505,29715,71029.0,XHI,70.76,-117.8,704541002,-1174800002,29.9,2000,2024,2000.0,2024.0,2000.0,2024.0,2002.0,2007.0
JOHNSON POINT A,NORTHWEST TERRITORIES,2502657,1791,,,72.77,-118.5,724600000,-1183000000,9.1,1972,1976,1972.0,1976.0,1972.0,1976.0,1972.0,1976.0
MOULD BAY A,NORTHWEST TERRITORIES,2502700,1792,,YMD,76.23,-119.33,761400000,-1192000000,12.2,1948,1997,1953.0,1997.0,1948.0,1997.0,1948.0,1997.0
SACHS HARBOUR CLIMATE,NORTHWEST TERRITORIES,2503648,10076,71467.0,WSY,71.99,-125.25,715933000,-1251515000,87.5,1994,2024,1994.0,2024.0,1994.0,2024.0,2004.0,2007.0
SACHS HARBOUR A,NORTHWEST TERRITORIES,2503649,53326,,YSY,71.99,-125.24,715937000,-1251429000,86.3,2015,2024,2015.0,2024.0,2018.0,2024.0,,
SACHS HARBOUR A,NORTHWEST TERRITORIES,2503650,1794,,YSY,72.0,-125.27,720000000,-1251600000,86.25,1955,2015,1955.0,2015.0,1955.0,2013.0,1955.0,2007.0
SACHS HARBOUR A,NORTHWEST TERRITORIES,2503651,53328,,YSY,71.99,-125.24,715937000,-1251429000,86.3,2015,2024,2015.0,2024.0,,,,
THOMSEN RIVER,NORTHWEST TERRITORIES,2503886,10598,71916.0,WYF,73.23,-119.54,731351000,-1193218000,41.5,1997,2024,1997.0,2024.0,1997.0,2024.0,1998.0,2007.0
MOULD BAY CS,NORTHWEST TERRITORIES,250M001,27324,71989.0,WAY,76.24,-119.35,761415060,-1192050040,1.5,1997,2024,1997.0,2024.0,1997.0,2024.0,2002.0,2007.0
ABEE AGDM,ALBERTA,3010010,32232,71285.0,XAF,54.28,-112.97,541700000,-1125800000,664.0,1990,2024,1990.0,2024.0,2002.0,2024.0,2002.0,2007.0
ALBERT HALL AGCM,ALBERTA,3010060,46127,71005.0,PAH,53.11,-111.18,530648004,-1111052006,658.0,2007,2024,2007.0,2024.0,2007.0,2024.0,2007.0,2007.0
ALLIANCE AGCM,ALBERTA,3010162,46327,71006.0,PAA,52.32,-111.78,521855007,-1114643006,737.0,2007,2024,2007.0,2024.0,2007.0,2024.0,2007.0,2007.0
ANDREW AGDM,ALBERTA,3010237,32253,71286.0,XAG,53.92,-112.28,535501000,-1121645000,625.0,1998,2024,1998.0,2024.0,2002.0,2024.0,2002.0,2007.0
BELLSHILL AGCM,ALBERTA,3010650,46128,71010.0,PBL,52.58,-111.47,523456007,-1112755007,721.0,2007,2024,2007.0,2024.0,2007.0,2024.0,,
BODO AGDM,ALBERTA,3010730,32149,71214.0,XBA,52.12,-110.1,520727005,-1100605009,687.0,1995,2024,1995.0,2024.0,2002.0,2024.0,2002.0,2007.0
BRETON PLOTS,ALBERTA,3010816,10928,71233.0,WOV,53.09,-114.44,530522000,-1142627000,851.5,1995,2024,1995.0,2024.0,2001.0,2024.0,2001.0,2007.0
BUSBY AGCM,ALBERTA,3010979,47068,71284.0,PBB,53.93,-113.92,535551005,-1135518001,714.0,2008,2024,2008.0,2024.0,2008.0,2024.0,,
CADOGAN AGCM,ALBERTA,3010992,46470,71012.0,PCA,52.33,-110.51,522003007,-1103036002,690.0,2007,2024,2007.0,2024.0,2007.0,2024.0,,
CAMROSE,ALBERTA,3011240,1839,71254.0,WRV,53.05,-112.82,530300000,-1124900000,739.0,1946,2024,1994.0,2024.0,1946.0,2024.0,1946.0,2007.0
CONSORT AGDM,ALBERTA,3011815,32230,71223.0,XCS,51.94,-110.71,515613008,-1104247003,772.0,2002,2024,2002.0,2024.0,2002.0,2024.0,2002.0,2007.0
CORONATION A,ALBERTA,3011880,1854,,,52.07,-111.45,520400000,-1112700000,791.0,1944,1994,1953.0,1994.0,1944.0,1994.0,1944.0,1994.0
CORONATION (AUT),ALBERTA,3011885,8691,,WCT,52.08,-111.45,520500000,-1112700000,790.7,1992,2003,1994.0,2003.0,1992.0,2003.0,1996.0,2003.0
CORONATION CLIMATE,ALBERTA,3011887,27212,71318.0,WCT,52.07,-111.45,520427000,-1112658000,791.0,1996,2024,1999.0,2024.0,1996.0,2024.0,1996.0,2007.0
CRESTOMERE AGCM,ALBERTA,3011892,47069,71380.0,PCC,52.73,-113.9,524358005,-1135410007,855.0,2008,2024,2008.0,2024.0,2008.0,2024.0,,
DELBURNE AGCM,ALBERTA,3012050,46730,71014.0,PDA,52.18,-113.18,521058004,-1131032006,889.0,2007,2024,2008.0,2024.0,2007.0,2024.0,2007.0,2007.0
DEWBERRY AGCM,ALBERTA,3012073,46731,71359.0,PDB,53.66,-110.59,533933008,-1103515006,616.0,2007,2024,2008.0,2024.0,2007.0,2024.0,2007.0,2007.0
EDGERTON AGCM,ALBERTA,3012192,46129,71360.0,PEA,52.78,-110.43,524640001,-1102558002,649.0,2007,2024,2007.0,2024.0,2007.0,2024.0,,
EDMONTON CITY CENTRE AWOS,ALBERTA,3012202,31427,71879.0,YXD,53.57,-113.52,533419000,-1133110000,671.4,2004,2015,2004.0,2015.0,2005.0,2015.0,2005.0,2007.0
EDMONTON INT'L A,ALBERTA,3012205,1865,71123.0,YEG,53.32,-113.58,531900000,-1133500000,723.3,1959,2012,1961.0,2012.0,1959.0,2012.0,1959.0,2012.0
EDMONTON INTERNATIONAL CS,ALBERTA,3012206,27793,71155.0,XEG,53.31,-113.61,531824002,-1133621009,715.0,1999,2024,1999.0,2024.0,1999.0,2024.0,1999.0,2007.0
EDMONTON CITY CENTRE A,ALBERTA,3012208,1867,,,53.57,-113.52,533424000,-1133106000,670.6,1937,2005,1953.0,2005.0,1937.0,2005.0,1937.0,2005.0
EDMONTON BLATCHFORD,ALBERTA,3012209,27214,71157.0,XEC,53.57,-113.52,533423008,-1133100010,671.0,1996,2024,1999.0,2024.0,1996.0,2024.0,1996.0,2007.0
EDMONTON NAMAO A,ALBERTA,3012210,1868,71121.0,YED,53.67,-113.47,534000000,-1132800000,687.9,1955,2024,1955.0,2024.0,1955.0,2009.0,1955.0,1996.0
EDMONTON NAMAO AWOS A,ALBERTA,3012212,30907,71121.0,YED,53.67,-113.47,534000000,-1132800000,687.93,2000,2022,2000.0,2022.0,2001.0,2022.0,2001.0,2007.0
EDMONTON INTL A,ALBERTA,3012216,50149,71123.0,YEG,53.31,-113.58,531836000,-1133446000,723.3,2012,2024,2012.0,2024.0,2012.0,2024.0,,
EDMONTON SOUTH CAMPUS,ALBERTA,3012220,53718,,NES,53.49,-113.54,532924050,-1133216000,670.0,2015,2024,2015.0,2024.0,2018.0,2024.0,,
EDMONTON VILLENEUVE A,ALBERTA,3012228,1871,,ZVL,53.67,-113.85,534003000,-1135116000,687.63,1984,1991,1984.0,1991.0,1984.0,1991.0,1984.0,1991.0
